         2         13         44
         2         13         45
         2         13         53
         2         13         56
         2         13         59
         2         13         68
         2         13         71
         2         13         73
         2         13         79
         2         13         91
         2         13         94
         2         13         98
         2         14         11
         2         14         19
         2         14         22
         2         14         29
         2         14         33
         2         14         37
         2         14         39
         2         14         44
         2         14         45
         2         14         53
         2         14         56
         2         14         59
         2         14         66
         2         14         68
         2         14         71
         2         14         73
         2         14         91
         2         14         94
         2         14         98
         2         15          0
         2         15         11
         2         15         22
         2         15         29
         2         15         33
         2         15         34
         2         15         37
         2         15         39
         2         15         42
         2         15         44
         2         15         45
         2         15         56
         2         15         59
         2         15         68
         2         15         71
         2         15         73
         2         15         91
         2         15         94
         2         15         98
         2         16          0
         2         16         11
         2         16         19
         2         16         33
         2         16         34
         2         16         37
         2         16         39
         2         16         44
         2         16         45
         2         16         56
         2         16         59
         2         16         66
         2         16         68
         2         16         73
         2         16         83
         2         16         91
         2         16         94
         2         16         98
         2         17          0
         2         17         11
         2         17         19
         2         17         29
         2         17         33
         2         17         34
         2         17         37
         2         17         39
         2         17         44
         2         17         45
         2         17         59
         2         17         68
         2         17         71
         2         17         73
         2         17         83
         2         17         91
         2         17         94
         2         17         98
         3         18         11
         3         18         22
         3         18         44
         3         18         98
         3         19         22
         3         19         37
         3         19         44
         3         19         53
         3         19         56
         3         19         59
         3         19         68
         3         19         91
         3         20         11
         3         20         22
         3         20         37
         3         20         39
         3         20         44
         3         20         68
         3         20         91
         3         20         94
         3         20         98
         3         21         11
         3         21         37
         3         21         39
         3         21         44
         3         21         45
         3         21         56
         3         21         59
         3         21         68
         3         21         73
         3         21         91
         3         21         94
         3         22         11
         3         22         29
         3         22         37
         3         22         39
         3         22         53
         3         22         59
         3         22         68
         3         22         71
         3         22         73
         3         22         91
         3         22         94
         3         23          0
         3         23         33
         3         23         34
         3         23         37
         3         23         44
         3         23         45
         3         23         59
         3         23         68
         3         23         91
         3         24         11
         3         24         29
         3         24         33
         3         24         34
         3         24         39
         3         24         44
         3         24         59
         3         24         71
         3         24         94
         4         25         11
         4         25         44
         4         25         59
         4         25         98
         4         26         11
         4         26         22
         4         26         44
         4         26         59
         4         26         68
         4         26         91
         4         26         98
         4         27         11
         4         27         22
         4         27         37
         4         27         44
         4         27         53
         4         27         56
         4         27         68
         4         27         91
         4         27         98
         4         28         11
         4         28         22
         4         28         39
         4         28         44
         4         28         45
         4         28         68
         4         28         91
         4         28         94
         4         28         98
         4         29         11
         4         29         37
         4         29         59
         4         29         68
         4         29         91
         4         29         98
         4         30         11
         4         30         22
         4         30         39
         4         30         44
         4         30         53
         4         30         59
         4         30         68
         4         30         91
         4         30         94
         4         30         98
         4         31         11
         4         31         22
         4         31         33
         4         31         37
         4         31         39
         4         31         59
         4         31         68
         4         31         91
         4         31         94
         4         31         98
         4         32         11
         4         32         22
         4         32         37
         4         32         39
         4         32         44
         4         32         56
         4         32         59
         4         32         68
         4         32         73
         4         32         91
         4         32         94
         4         32         98
         4         33         11
         4         33         37
         4         33         39
         4         33         53
         4         33         68
         4         33         73
         4         33         91
         4         33         94
         4         33         98
         4         34          0
         4         34         11
         4         34         29
         4         34         33
         4         34         34
         4         34         37
         4         34         39
         4         34         45
         4         34         59
         4         34         71
         4         34         94
         4         34         98
         4         35          0
         4         35         11
         4         35         29
         4         35         33
         4         35         34
         4         35         37
         4         35         45
         4         35         56
         4         35         59
         4         35         71
         4         35         73
         4         35         98
         4         36         11
         4         36         33
         4         36         37
         4         36         39
         4         36         44
         4         36         59
         4         36         94
         4         36         98
         4         37         11
         4         37         29
         4         37         33
         4         37         45
         4         37         53
         4         37         59
         4         37         68
         4         37         71
         4         37         73
         4         37         91
         4         38         11
         4         38         19
         4         38         29
         4         38         37
         4         38         39
         4         38         44
         4         38         59
         4         38         71
         4         38         73
         4         38         94
         4         38         98
         4         39          0
         4         39         11
         4         39         34
         4         39         44
         4         39         59
         4         39         73
         4         40          0
         4         40         11
         4         40         29
         4         40         34
         4         40         44
         4         40         59
         4         40         68
         4         40         71
         4         40         73
         4         40         83
         4         40         91
         5         41         11
         5         41         22
         5         41         37
         5         41         44
         5         41         59
         5         41         68
         5         41         91
         5         41         98
         5         42         11
         5         42         22
         5         42         37
         5         42         44
         5         42         56
         5         42         59
         5         42         68
         5         42         91
         5         42         98
         5         43         11
         5         43         19
         5         43         22
         5         43         33
         5         43         37
         5         43         44
         5         43         56
         5         43         59
         5         43         68
         5         43         73
         5         43         91
         5         43         94
         5         43         98
         5         44         11
         5         44         22
         5         44         37
         5         44         39
         5         44         45
         5         44         56
         5         44         59
         5         44         68
         5         44         73
         5         44         83
         5         44         91
         5         44         94
         5         44         98
         5         45         11
         5         45         22
         5         45         33
         5         45         37
         5         45         39
         5         45         44
         5         45         53
         5         45         56
         5         45         59
         5         45         68
         5         45         73
         5         45         91
         5         45         94
         5         45         98
         5         46         11
         5         46         19
         5         46         22
         5         46         33
         5         46         34
         5         46         37
         5         46         39
         5         46         45
         5         46         53
         5         46         56
         5         46         59
         5         46         68
         5         46         73
         5         46         91
         5         46         94
         5         46         98
         5         47         11
         5         47         29
         5         47         37
         5         47         39
         5         47         44
         5         47         45
         5         47         56
         5         47         59
         5         47         68
         5         47         71
         5         47         73
         5         47         91
         5         47         94
         5         47         98
         5         48          0
         5         48         11
         5         48         22
         5         48         29
         5         48         34
         5         48         37
         5         48         44
         5         48         45
         5         48         56
         5         48         59
         5         48         71
         5         48         73
         5         48         83
         5         49          0
         5         49         11
         5         49         19
         5         49         29
         5         49         33
         5         49         34
         5         49         37
         5         49         44
         5         49         45
         5         49         59
         5         49         71
         5         49         73
         5         49         98
         6         50         11
         6         50         22
         6         50         44
         6         50         59
         6         50         98
         6         51         11
         6         51         22
         6         51         37
         6         51         44
         6         51         56
         6         51         59
         6         51         68
         6         51         91
         6         51         98
         6         52         11
         6         52         22
         6         52         39
         6         52         44
         6         52         53
         6         52         56
         6         52         59
         6         52         68
         6         52         91
         6         52         94
         6         52         98
         6         53         11
         6         53         22
         6         53         33
         6         53         37
         6         53         39
         6         53         45
         6         53         56
         6         53         59
         6         53         68
         6         53         91
         6         53         94
         6         53         98
         6         54         11
         6         54         22
         6         54         33
         6         54         37
         6         54         39
         6         54         44
         6         54         45
         6         54         56
         6         54         68
         6         54         91
         6         54         94
         6         54         98
         6         55         11
         6         55         29
         6         55         37
         6         55         39
         6         55         44
         6         55         45
         6         55         59
         6         55         71
         6         55         73
         6         55         94
         6         55         98
         6         56         11
         6         56         19
         6         56         29
         6         56         37
         6         56         39
         6         56         44
         6         56         56
         6         56         59
         6         56         71
         6         56         73
         6         56         94
         6         56         98
         6         57          0
         6         57         11
         6         57         29
         6         57         33
         6         57         34
         6         57         37
         6         57         39
         6         57         44
         6         57         45
         6         57         59
         6         57         71
         6         57         73
         6         57         83
         6         57         94
         7         58         11
         7         58         22
         7         58         44
         7         58         59
         7         58         98
         7         59         11
         7         59         22
         7         59         33
         7         59         37
         7         59         44
         7         59         53
         7         59         56
         7         59         59
         7         59         98
         7         60         11
         7         60         22
         7         60         37
         7         60         44
         7         60         56
         7         60         59
         7         60         68
         7         60         91
         7         60         98
         7         61         11
         7         61         22
         7         61         37
         7         61         44
         7         61         56
         7         61         68
         7         61         91
         7         61         98
         7         62         11
         7         62         22
         7         62         37
         7         62         44
         7         62         45
         7         62         56
         7         62         59
         7         62         68
         7         62         73
         7         62         79
         7         62         91
         7         62         98
         7         63         11
         7         63         37
         7         63         39
         7         63         42
         7         63         56
         7         63         59
         7         63         68
         7         63         91
         7         63         94
         7         63         98
         7         64          0
         7         64         11
         7         64         34
         7         64         39
         7         64         44
         7         64         45
         7         64         59
         7         64         68
         7         64         73
         7         64         91
         7         64         94
         7         64         98
         7         65          0
         7         65         11
         7         65         29
         7         65         33
         7         65         34
         7         65         37
         7         65         39
         7         65         44
         7         65         45
         7         65         59
         7         65         71
         7         65         73
         7         65         94
         7         65         98
         7         66         11
         7         66         33
         7         66         37
         7         66         39
         7         66         44
         7         66         45
         7         66         59
         7         66         73
         7         66         94
         7         66         98
         7         67          0
         7         67         11
         7         67         29
         7         67         33
         7         67         34
         7         67         44
         7         67         59
         7         67         71
         7         67         73
         7         67         98
         7         68          0
         7         68         11
         7         68         33
         7         68         34
         7         68         37
         7         68         73
         7         68         98
         8         69         11
         8         69         22
         8         69         44
         8         69         98
         8         70         11
         8         70         22
         8         70         37
         8         70         44
         8         70         56
         8         70         68
         8         70         91
         8         70         98
         8         71         11
         8         71         22
         8         71         33
         8         71         37
         8         71         44
         8         71         45
         8         71         53
         8         71         59
         8         71         68
         8         71         91
         8         71         98
         8         72         11
         8         72         22
         8         72         37
         8         72         39
         8         72         44
         8         72         45
         8         72         53
         8         72         59
         8         72         73
         8         72         94
         8         72         98
         8         73         11
         8         73         22
         8         73         37
         8         73         39
         8         73         44
         8         73         56
         8         73         59
         8         73         68
         8         73         91
         8         73         94
         8         73         98
         8         74         11
         8         74         22
         8         74         33
         8         74         39
         8         74         44
         8         74         45
         8         74         53
         8         74         59
         8         74         68
         8         74         73
         8         74         91
         8         74         94
         8         74         98
         8         75         11
         8         75         29
         8         75         37
         8         75         39
         8         75         44
         8         75         45
         8         75         56
         8         75         59
         8         75         71
         8         75         73
         8         75         79
         8         75         94
         8         75         98
         8         76          0
         8         76         11
         8         76         29
         8         76         34
         8         76         39
         8         76         42
         8         76         44
         8         76         59
         8         76         68
         8         76         71
         8         76         73
         8         76         91
         8         76         94
         8         76         98
         8         77          0
         8         77         11
         8         77         33
         8         77         34
         8         77         37
         8         77         39
         8         77         44
         8         77         45
         8         77         59
         8         77         66
         8         77         73
         8         77         94
         8         77         98
         9         78         11
         9         78         22
         9         78         44
         9         78         59
         9         78         79
         9         78         98
         9         79         11
         9         79         22
         9         79         37
         9         79         44
         9         79         53
         9         79         68
         9         79         91
         9         79         98
         9         80         11
         9         80         22
         9         80         37
         9         80         44
         9         80         53
         9         80         56
         9         80         59
         9         80         68
         9         80         79
         9         80         91
         9         80         98
         9         81         11
         9         81         22
         9         81         37
         9         81         39
         9         81         42
         9         81         44
         9         81         53
         9         81         56
         9         81         59
         9         81         68
         9         81         91
         9         81         94
         9         81         98
         9         82         11
         9         82         22
         9         82         37
         9         82         39
         9         82         44
         9         82         45
         9         82         56
         9         82         59
         9         82         66
         9         82         68
         9         82         73
         9         82         91
         9         82         94
         9         82         98
         9         83         11
         9         83         19
         9         83         29
         9         83         33
         9         83         37
         9         83         42
         9         83         44
         9         83         45
         9         83         59
         9         83         68
         9         83         71
         9         83         73
         9         83         91
         9         83         98
         9         84          0
         9         84         11
         9         84         33
         9         84         34
         9         84         37
         9         84         39
         9         84         44
         9         84         45
         9         84         59
         9         84         66
         9         84         73
         9         84         83
         9         84         94
         9         84         98
        10         85         11
        10         85         22
        10         85         44
        10         85         79
        10         85         98
        10         86         11
        10         86         22
        10         86         37
        10         86         44
        10         86         59
        10         86         68
        10         86         91
        10         86         98
        10         87         11
        10         87         22
        10         87         39
        10         87         44
        10         87         59
        10         87         94
        10         87         98
        10         88         11
        10         88         39
        10         88         44
        10         88         53
        10         88         56
        10         88         68
        10         88         73
        10         88         91
        10         88         94
        10         88         98
        10         89         11
        10         89         22
        10         89         44
        10         89         59
        10         89         68
        10         89         73
        10         89         91
        10         89         98
        10         90         11
        10         90         22
        10         90         56
        10         90         68
        10         90         91
        10         90         94
        10         90         98
        10         91         11
        10         91         22
        10         91         37
        10         91         42
        10         91         45
        10         91         68
        10         91         91
        10         91         98
        10         92         11
        10         92         29
        10         92         39
        10         92         44
        10         92         45
        10         92         68
        10         92         71
        10         92         73
        10         92         91
        10         92         94
        10         93          0
        10         93         11
        10         93         34
        10         93         37
        10         93         39
        10         93         94
        10         93         98
        10         94          0
        10         94         11
        10         94         34
        10         94         37
        10         94         59
        10         94         73
        10         94         79
        10         94         98
        10         95          0
        10         95         19
        10         95         34
        10         95         39
        10         95         44
        10         95         59
        10         95         94
        10         96          0
        10         96         11
        10         96         34
        10         96         37
        10         96         42
        10         96         44
        10         96         59
        10         96         73
        10         97          0
        10         97         29
        10         97         34
        10         97         59
        10         97         66
        10         97         71
        10         97         83
